id,lesson_id,title,resource_type,url,storage_path,sort_order
7973f7fc-da5b-57d4-958b-beaf7b4bfbdf,82804846-a16d-51ba-85dc-159400929ba5,Ders çalışma föyü,worksheet,,course-media/worksheets/python-ai-temelleri-m3-l1.md,2
3f2c00f4-0b51-5ebd-a493-ca8fec500b52,647963f3-44dd-5a37-bc44-23913e27f6d8,Python resmi öğreticisi,link,https://docs.python.org/3/tutorial/index.html,,1
46a3dd2e-7d97-56a5-a8cc-7eba549d46fa,647963f3-44dd-5a37-bc44-23913e27f6d8,Ders çalışma föyü,worksheet,,course-media/worksheets/python-ai-temelleri-m3-l2.md,2
4da0e07e-1fc4-5a61-b655-fb279cee007c,b46745fa-4d8b-53d5-a0b4-93316f466585,Python resmi öğreticisi,link,https://docs.python.org/3/tutorial/index.html,,1
4a71008a-e201-5b5f-b59a-32a3e0e7347f,b46745fa-4d8b-53d5-a0b4-93316f466585,Ders çalışma föyü,worksheet,,course-media/worksheets/python-ai-temelleri-m3-l3.md,2
3953da71-4bb0-50b3-af97-ae481f0b0b39,028127ff-5317-503a-b0d2-7f7e30638025,NumPy başlangıç kılavuzu,link,https://numpy.org/doc/stable/user/absolute_beginners.html,,1
b69c18b6-4efa-5c3e-abc9-b61bb0763c68,028127ff-5317-503a-b0d2-7f7e30638025,Ders çalışma föyü,worksheet,,course-media/worksheets/numpy-pandas-veri-m1-l1.md,2
abe46158-2e86-5005-8623-9e8c7f6a8ad1,cf8c3a1b-620e-5eda-950f-2bcb7bd4b07f,NumPy başlangıç kılavuzu,link,https://numpy.org/doc/stable/user/absolute_beginners.html,,1
2a0f7d34-a987-5941-89a8-19c296927789,cf8c3a1b-620e-5eda-950f-2bcb7bd4b07f,Ders çalışma föyü,worksheet,,course-media/worksheets/numpy-pandas-veri-m1-l2.md,2
74fa0256-9fb0-5ba6-8a84-e0fa70e501c1,a9cf8393-0590-5fef-b53f-ac516eac032a,NumPy başlangıç kılavuzu,link,https://numpy.org/doc/stable/user/absolute_beginners.html,,1
8ead00a2-c647-5de3-842d-bbae4255801b,a9cf8393-0590-5fef-b53f-ac516eac032a,Ders çalışma föyü,worksheet,,course-media/worksheets/numpy-pandas-veri-m1-l3.md,2
d46aa58b-982d-5e72-a2d6-c8fd2d566b17,d9ff3461-8273-5d3e-9b83-f2a321e141b4,NumPy başlangıç kılavuzu,link,https://numpy.org/doc/stable/user/absolute_beginners.html,,1
3d34fe80-0c8d-5fc2-9654-5ca394b17dd8,d9ff3461-8273-5d3e-9b83-f2a321e141b4,Ders çalışma föyü,worksheet,,course-media/worksheets/numpy-pandas-veri-m2-l1.md,2
8cc92c64-eb9d-5d1b-9415-6ff3f20645eb,39080644-63a5-58a2-b8c5-aa10bdb01f1c,NumPy başlangıç kılavuzu,link,https://numpy.org/doc/stable/user/absolute_beginners.html,,1
d7949f2e-3ad0-5a79-8a7e-7c9a31a9f12b,39080644-63a5-58a2-b8c5-aa10bdb01f1c,Ders çalışma föyü,worksheet,,course-media/worksheets/numpy-pandas-veri-m2-l2.md,2
db397d7a-658d-5cf1-99f6-a57c18580cd7,b95466f3-6ac3-5605-a3f8-febf7cdb4f69,NumPy başlangıç kılavuzu,link,https://numpy.org/doc/stable/user/absolute_beginners.html,,1
4430cf44-9a5a-5aa1-b860-b9d44a472bb7,b95466f3-6ac3-5605-a3f8-febf7cdb4f69,Ders çalışma föyü,worksheet,,course-media/worksheets/numpy-pandas-veri-m2-l3.md,2
b93bc004-4f37-5670-9416-d61b2bb135f5,39e216b6-6ff8-5d3d-99f6-a404af0a0438,NumPy başlangıç kılavuzu,link,https://numpy.org/doc/stable/user/absolute_beginners.html,,1
c7ae4747-e73a-5c24-b14d-88f084e01f77,39e216b6-6ff8-5d3d-99f6-a404af0a0438,Ders çalışma föyü,worksheet,,course-media/worksheets/numpy-pandas-veri-m3-l1.md,2
8ef5f1ae-9299-555f-8b92-13f0a3bf00bb,8e5c9aaf-a5f7-5f4f-9a83-b604e76f60e4,NumPy başlangıç kılavuzu,link,https://numpy.org/doc/stable/user/absolute_beginners.html,,1
71026df6-e70f-5b0b-9337-075292a4e4fe,8e5c9aaf-a5f7-5f4f-9a83-b604e76f60e4,Ders çalışma föyü,worksheet,,course-media/worksheets/numpy-pandas-veri-m3-l2.md,2
9b69dfe0-044f-5f29-9c75-c3703c455de1,8d61f073-44db-51c2-9e31-7afa59ba3544,NumPy başlangıç kılavuzu,link,https://numpy.org/doc/stable/user/absolute_beginners.html,,1
7c4af104-b8f5-5b67-a699-5b77e5789ab8,8d61f073-44db-51c2-9e31-7afa59ba3544,Ders çalışma föyü,worksheet,,course-media/worksheets/numpy-pandas-veri-m3-l3.md,2
471ac1e6-bcbd-5e4b-b9b3-a11a4e2381f7,f7cf0462-f76d-5393-a1c8-09d0ece57ef6,scikit-learn kullanıcı rehberi,link,https://scikit-learn.org/stable/user_guide.html,,1
c18b1032-18b6-5778-b438-83bb18b7c1dd,f7cf0462-f76d-5393-a1c8-09d0ece57ef6,Ders çalışma föyü,worksheet,,course-media/worksheets/matematik-istatistik-ai-m1-l1.md,2
394d8235-9e56-5d7c-aa2d-3b1110c3a608,6c75b14e-8892-50f3-87f4-6ec28220ffdf,scikit-learn kullanıcı rehberi,link,https://scikit-learn.org/stable/user_guide.html,,1
de81b08e-c7c4-5e3d-a44f-e6ae04e2f0ca,6c75b14e-8892-50f3-87f4-6ec28220ffdf,Ders çalışma föyü,worksheet,,course-media/worksheets/matematik-istatistik-ai-m1-l2.md,2
bdec429c-5cfe-5f35-a3cf-497b9ded0210,ff1364d9-20f1-5d82-af06-6ea32d066d7b,scikit-learn kullanıcı rehberi,link,https://scikit-learn.org/stable/user_guide.html,,1
7a064a24-491e-5053-a5b4-6c882ba550df,ff1364d9-20f1-5d82-af06-6ea32d066d7b,Ders çalışma föyü,worksheet,,course-media/worksheets/matematik-istatistik-ai-m1-l3.md,2
e6637061-8fb6-5063-8b6e-0714efa6eb29,afc64722-9797-559c-8556-727f8a5c98fe,scikit-learn kullanıcı rehberi,link,https://scikit-learn.org/stable/user_guide.html,,1
83c701bd-6ced-527d-9934-a79ed6bafc6c,afc64722-9797-559c-8556-727f8a5c98fe,Ders çalışma föyü,worksheet,,course-media/worksheets/matematik-istatistik-ai-m2-l1.md,2
63960a97-5815-5871-a389-9538aa7cbcf0,15329bfa-5d9f-57d5-8825-004ede5da288,scikit-learn kullanıcı rehberi,link,https://scikit-learn.org/stable/user_guide.html,,1
3076e36b-26fd-59bc-89c9-bcc536a7448e,15329bfa-5d9f-57d5-8825-004ede5da288,Ders çalışma föyü,worksheet,,course-media/worksheets/matematik-istatistik-ai-m2-l2.md,2
30ec871c-9101-5c19-a3df-220ec23b66a3,a5e85991-dff7-5b09-8b6e-13a7a0a825f1,scikit-learn kullanıcı rehberi,link,https://scikit-learn.org/stable/user_guide.html,,1
866bacd2-b967-5946-aff9-3c2abbb534c0,a5e85991-dff7-5b09-8b6e-13a7a0a825f1,Ders çalışma föyü,worksheet,,course-media/worksheets/matematik-istatistik-ai-m2-l3.md,2
7fd72ae0-a5c7-585b-a4ce-0a01c802f466,749a823c-3305-56df-8906-0bc67df9dc8d,scikit-learn kullanıcı rehberi,link,https://scikit-learn.org/stable/user_guide.html,,1
4e82328d-dd0d-5a9e-ba20-dd84d077fc5c,749a823c-3305-56df-8906-0bc67df9dc8d,Ders çalışma föyü,worksheet,,course-media/worksheets/matematik-istatistik-ai-m3-l1.md,2
6410b0de-6cbb-5527-9f16-b05f04c682b4,1adaa87b-33ef-504c-9a27-b21df6fb795c,scikit-learn kullanıcı rehberi,link,https://scikit-learn.org/stable/user_guide.html,,1
12af300d-c69d-5e11-a3f1-f5dad6d44213,1adaa87b-33ef-504c-9a27-b21df6fb795c,Ders çalışma föyü,worksheet,,course-media/worksheets/matematik-istatistik-ai-m3-l2.md,2
be33fb25-1160-5afd-aaa5-c879561ba1d8,cc29d04a-0ba9-5b5d-857d-9c9f34244c9b,scikit-learn kullanıcı rehberi,link,https://scikit-learn.org/stable/user_guide.html,,1
d00ded12-997e-5ba0-86c2-33acd4236075,cc29d04a-0ba9-5b5d-857d-9c9f34244c9b,Ders çalışma föyü,worksheet,,course-media/worksheets/matematik-istatistik-ai-m3-l3.md,2
bd3e513c-58cf-56fd-bad0-0e65a7d6848a,ce12fbb1-8543-5947-a3b9-4374c2f37666,scikit-learn kullanıcı rehberi,link,https://scikit-learn.org/stable/user_guide.html,,1
82638a85-f8b0-5d63-9836-dd489752e78e,ce12fbb1-8543-5947-a3b9-4374c2f37666,Ders çalışma föyü,worksheet,,course-media/worksheets/makine-ogrenmesi-temelleri-m1-l1.md,2
9c7ed326-851e-583b-b2ca-7ee962d47480,766fa3b5-2fca-5a3f-a39a-031029787296,scikit-learn kullanıcı rehberi,link,https://scikit-learn.org/stable/user_guide.html,,1
98d251fb-dc6a-54b5-b369-0a602add4953,766fa3b5-2fca-5a3f-a39a-031029787296,Ders çalışma föyü,worksheet,,course-media/worksheets/makine-ogrenmesi-temelleri-m1-l2.md,2
602d2c5c-630e-5983-9022-b9acf83ddf19,a538664c-4c1c-5561-a1f7-48571cc09d10,scikit-learn kullanıcı rehberi,link,https://scikit-learn.org/stable/user_guide.html,,1
d4eb6cdd-f372-59e9-8986-639d0041d970,a538664c-4c1c-5561-a1f7-48571cc09d10,Ders çalışma föyü,worksheet,,course-media/worksheets/makine-ogrenmesi-temelleri-m1-l3.md,2
e71a277c-09aa-5fde-ab15-d4487f0fc420,e8303683-6b63-57a8-a5ec-63c20311d804,scikit-learn kullanıcı rehberi,link,https://scikit-learn.org/stable/user_guide.html,,1
78abfeaf-fd03-5dae-a037-8b31fbbdf15d,e8303683-6b63-57a8-a5ec-63c20311d804,Ders çalışma föyü,worksheet,,course-media/worksheets/makine-ogrenmesi-temelleri-m2-l1.md,2
d5264e3d-1cd4-5815-bbd0-a1988cff40e2,7c8fc8d1-7d0e-5aee-83ce-14fbb0e50e47,scikit-learn kullanıcı rehberi,link,https://scikit-learn.org/stable/user_guide.html,,1
a5236bd9-16f2-58d9-afb2-4e0824517348,7c8fc8d1-7d0e-5aee-83ce-14fbb0e50e47,Ders çalışma föyü,worksheet,,course-media/worksheets/makine-ogrenmesi-temelleri-m2-l2.md,2
afccd65f-7e91-5f1e-b795-b78ed40e9f68,e5b13d55-160d-5d57-8dd1-6a6c7a9d1b29,scikit-learn kullanıcı rehberi,link,https://scikit-learn.org/stable/user_guide.html,,1
cf566fcc-e612-5654-9d63-c1d066683168,e5b13d55-160d-5d57-8dd1-6a6c7a9d1b29,Ders çalışma föyü,worksheet,,course-media/worksheets/makine-ogrenmesi-temelleri-m2-l3.md,2
dffd50a6-9bb4-5603-b7d1-30a5a8c3b281,c4fd1547-735e-5b3f-8c44-354576d61bb2,scikit-learn kullanıcı rehberi,link,https://scikit-learn.org/stable/user_guide.html,,1
5429b606-d44b-593b-a541-d2f72e92db3b,c4fd1547-735e-5b3f-8c44-354576d61bb2,Ders çalışma föyü,worksheet,,course-media/worksheets/makine-ogrenmesi-temelleri-m3-l1.md,2
738ba385-5b82-5f0d-bda1-7958e62a4d77,f13c74a6-1c53-5412-904c-a4ac1401b674,scikit-learn kullanıcı rehberi,link,https://scikit-learn.org/stable/user_guide.html,,1
f756cc51-d0ae-5fc8-9c6c-10d738028023,f13c74a6-1c53-5412-904c-a4ac1401b674,Ders çalışma föyü,worksheet,,course-media/worksheets/makine-ogrenmesi-temelleri-m3-l2.md,2
b5833fa0-6002-5f5f-ad47-9dde528bfcba,48d774e6-bc03-5602-8891-9f5b7bbd1311,scikit-learn kullanıcı rehberi,link,https://scikit-learn.org/stable/user_guide.html,,1
d19f77a7-e5a4-56c7-9e67-9e8cbaa2cbd0,48d774e6-bc03-5602-8891-9f5b7bbd1311,Ders çalışma föyü,worksheet,,course-media/worksheets/makine-ogrenmesi-temelleri-m3-l3.md,2
840df34f-7e47-5b67-b265-6275e59a04c8,76204e6b-4947-5c17-829b-d6b7dbfdac04,PyTorch öğrenme kaynakları,link,https://docs.pytorch.org/tutorials/,,1
7f8dc4ec-8ac2-5dde-9369-bb411bcfc7c3,76204e6b-4947-5c17-829b-d6b7dbfdac04,Ders çalışma föyü,worksheet,,course-media/worksheets/neural-networks-101-m1-l1.md,2
44f2572d-6c41-5046-a778-9290723730ed,ed98bc72-44ff-53e6-bb9b-e8211a092fd4,PyTorch öğrenme kaynakları,link,https://docs.pytorch.org/tutorials/,,1
d4d9abc4-a8db-574d-87d1-f62ab9062ac8,ed98bc72-44ff-53e6-bb9b-e8211a092fd4,Ders çalışma föyü,worksheet,,course-media/worksheets/neural-networks-101-m1-l2.md,2
af5e2e11-eb6a-56a2-a6fe-34a323287ed9,6e4c9822-4972-5059-a4f1-a5d67b154182,PyTorch öğrenme kaynakları,link,https://docs.pytorch.org/tutorials/,,1
faa409f3-0a66-5a6b-91c3-60c9446ceaf0,6e4c9822-4972-5059-a4f1-a5d67b154182,Ders çalışma föyü,worksheet,,course-media/worksheets/neural-networks-101-m1-l3.md,2
95c56eca-53aa-5e6a-b90f-09935b3777fe,06190ec4-2673-5b7d-870b-57e1d0fb2e92,PyTorch öğrenme kaynakları,link,https://docs.pytorch.org/tutorials/,,1
9978d8aa-bf80-5a19-bfbe-409baeeab490,06190ec4-2673-5b7d-870b-57e1d0fb2e92,Ders çalışma föyü,worksheet,,course-media/worksheets/neural-networks-101-m2-l1.md,2
97abd180-b44c-586a-9c38-6ca4a638b26c,4a254d63-fbd5-53be-8cd0-6f13a7d8971b,PyTorch öğrenme kaynakları,link,https://docs.pytorch.org/tutorials/,,1
65fb5559-ec6e-570c-844c-562938a87350,4a254d63-fbd5-53be-8cd0-6f13a7d8971b,Ders çalışma föyü,worksheet,,course-media/worksheets/neural-networks-101-m2-l2.md,2
2c8b6310-4bd8-513c-a76d-4994b39b5ffe,7bb29e24-b2b2-572f-b0bc-bc34a19bf10e,PyTorch öğrenme kaynakları,link,https://docs.pytorch.org/tutorials/,,1
ce3fff66-deb0-58fe-a976-8b15fa59510e,7bb29e24-b2b2-572f-b0bc-bc34a19bf10e,Ders çalışma föyü,worksheet,,course-media/worksheets/neural-networks-101-m2-l3.md,2
0e85aaf0-3f7c-5772-891d-6780d7061ff1,3a74b02d-d7e6-59d3-9b20-d4cef361c98a,PyTorch öğrenme kaynakları,link,https://docs.pytorch.org/tutorials/,,1
1241ff98-979b-57f7-88b7-baa708574561,3a74b02d-d7e6-59d3-9b20-d4cef361c98a,Ders çalışma föyü,worksheet,,course-media/worksheets/neural-networks-101-m3-l1.md,2
97be39b1-be8b-5f6f-ae33-2f40da4cd3f4,7a4a15da-58af-5eeb-b4f6-78ab98bdb325,PyTorch öğrenme kaynakları,link,https://docs.pytorch.org/tutorials/,,1
6fb0b987-d65f-55cf-8740-08f6ce32181f,7a4a15da-58af-5eeb-b4f6-78ab98bdb325,Ders çalışma föyü,worksheet,,course-media/worksheets/neural-networks-101-m3-l2.md,2
f58883cd-128b-547e-a2d4-023cb89cb6d9,52aaa647-177b-5a52-a15f-79e9c5cd61e9,PyTorch öğrenme kaynakları,link,https://docs.pytorch.org/tutorials/,,1
5fa0fc98-5422-5ed2-9287-cd08b8fba244,52aaa647-177b-5a52-a15f-79e9c5cd61e9,Ders çalışma föyü,worksheet,,course-media/worksheets/neural-networks-101-m3-l3.md,2
3f91c740-d2c2-5019-8f34-c5866c9e686b,6b4b4bb0-8ce5-5130-8fb9-44acb017732e,scikit-learn model evaluation rehberi,link,https://scikit-learn.org/stable/modules/model_evaluation.html,,1
4cae3a2a-7e51-5490-b199-7a21789a8ab2,6b4b4bb0-8ce5-5130-8fb9-44acb017732e,Ders çalışma föyü,worksheet,,course-media/worksheets/model-degerlendirme-deneyler-m1-l1.md,2
d895dc55-78ec-597e-a620-72f845d53fd4,d11df183-cab7-560b-a35b-86d636bae2ba,scikit-learn model evaluation rehberi,link,https://scikit-learn.org/stable/modules/model_evaluation.html,,1
26e4fde1-56b5-5551-8b15-a7c06064c311,d11df183-cab7-560b-a35b-86d636bae2ba,Ders çalışma föyü,worksheet,,course-media/worksheets/model-degerlendirme-deneyler-m1-l2.md,2
5b0a14d6-353c-5fc3-81b5-c5cf83410935,f93cfbf9-b7c4-5d4f-9ad0-220bed016986,scikit-learn model evaluation rehberi,link,https://scikit-learn.org/stable/modules/model_evaluation.html,,1
32d2c69e-f675-5c57-85cf-db579747e532,f93cfbf9-b7c4-5d4f-9ad0-220bed016986,Ders çalışma föyü,worksheet,,course-media/worksheets/model-degerlendirme-deneyler-m1-l3.md,2
bcbdce7d-3ae5-5719-86d6-fb7d0b5a0e64,2ee6c1b5-1a93-5727-a3e4-7a64fcd89f84,scikit-learn model evaluation rehberi,link,https://scikit-learn.org/stable/modules/model_evaluation.html,,1
6a1f06d9-e0c9-540f-a74c-26fcea988104,2ee6c1b5-1a93-5727-a3e4-7a64fcd89f84,Ders çalışma föyü,worksheet,,course-media/worksheets/model-degerlendirme-deneyler-m2-l1.md,2
018e14d9-c45c-5124-ae4d-b68c6c789f2c,a678ed4e-bc7c-5aaa-aed0-aefbf260f6be,scikit-learn model evaluation rehberi,link,https://scikit-learn.org/stable/modules/model_evaluation.html,,1
e5014a57-34f6-5fd4-a715-25a170ae930b,a678ed4e-bc7c-5aaa-aed0-aefbf260f6be,Ders çalışma föyü,worksheet,,course-media/worksheets/model-degerlendirme-deneyler-m2-l2.md,2
e37da34b-8860-5b90-a71f-f6a81e8d7c3c,914ec2d8-1a95-5e4f-ae33-ccafc53f2c0a,scikit-learn model evaluation rehberi,link,https://scikit-learn.org/stable/modules/model_evaluation.html,,1
4a0bc683-2979-5ec5-9c45-d46299fc2c43,914ec2d8-1a95-5e4f-ae33-ccafc53f2c0a,Ders çalışma föyü,worksheet,,course-media/worksheets/model-degerlendirme-deneyler-m2-l3.md,2
87e42018-7603-5188-82c8-03ff6dfbc45d,eff32f26-5fb1-5326-8560-e204caca0a5c,scikit-learn model evaluation rehberi,link,https://scikit-learn.org/stable/modules/model_evaluation.html,,1
324458ee-aec8-5db1-83b9-792e015de257,eff32f26-5fb1-5326-8560-e204caca0a5c,Ders çalışma föyü,worksheet,,course-media/worksheets/model-degerlendirme-deneyler-m3-l1.md,2
f89d5966-95e4-593d-9a23-15a13815bb6d,3af69713-74f7-5bfa-b43b-8cd45c0b3c45,scikit-learn model evaluation rehberi,link,https://scikit-learn.org/stable/modules/model_evaluation.html,,1
c9eb5004-09a7-578a-a47a-938421ab306c,3af69713-74f7-5bfa-b43b-8cd45c0b3c45,Ders çalışma föyü,worksheet,,course-media/worksheets/model-degerlendirme-deneyler-m3-l2.md,2
e511229a-18b5-5905-a53e-40a4c739804b,b24e6dbb-59fb-50d1-b2f0-abda52fbd2e5,scikit-learn model evaluation rehberi,link,https://scikit-learn.org/stable/modules/model_evaluation.html,,1
72e1f2f1-a791-5085-91f5-87cc773bac69,b24e6dbb-59fb-50d1-b2f0-abda52fbd2e5,Ders çalışma föyü,worksheet,,course-media/worksheets/model-degerlendirme-deneyler-m3-l3.md,2
7af187b1-5869-5d3e-978f-9c214b7ed60c,62bd66e7-7a24-5864-81ed-6a8e6192aee5,PyTorch tutorial koleksiyonu,link,https://docs.pytorch.org/tutorials/,,1
5faca4b2-956f-55b7-9b22-0001b8508aa6,62bd66e7-7a24-5864-81ed-6a8e6192aee5,Ders çalışma föyü,worksheet,,course-media/worksheets/deep-learning-pytorch-m1-l1.md,2
80582f0a-38a2-54ae-9af9-ac332e975070,ef283f3f-db43-5d87-ae09-bfe196779818,PyTorch tutorial koleksiyonu,link,https://docs.pytorch.org/tutorials/,,1
ef453f77-f233-50b4-8749-993a460ac607,ef283f3f-db43-5d87-ae09-bfe196779818,Ders çalışma föyü,worksheet,,course-media/worksheets/deep-learning-pytorch-m1-l2.md,2
4195441a-b3a5-5619-9413-13b90b2dd1c8,ad7b1414-ec2c-53a7-8a57-334ddd6e7137,PyTorch tutorial koleksiyonu,link,https://docs.pytorch.org/tutorials/,,1
6e5d200c-c8a6-57b1-81e0-d194b6bedb42,ad7b1414-ec2c-53a7-8a57-334ddd6e7137,Ders çalışma föyü,worksheet,,course-media/worksheets/deep-learning-pytorch-m1-l3.md,2
e24b4110-f1f8-591d-a27e-7914a01954e5,e469ea2b-1af8-5dfd-a787-af7f8a4ac4a4,PyTorch tutorial koleksiyonu,link,https://docs.pytorch.org/tutorials/,,1
a788640f-3f53-5aed-ae5f-4c871d0819bc,e469ea2b-1af8-5dfd-a787-af7f8a4ac4a4,Ders çalışma föyü,worksheet,,course-media/worksheets/deep-learning-pytorch-m2-l1.md,2
eed54c61-e055-59ef-927b-5f933afa07ac,07e27f3a-3512-57b3-b2c2-00b62c7b9fc0,PyTorch tutorial koleksiyonu,link,https://docs.pytorch.org/tutorials/,,1
94ecadd0-78db-561f-94f7-2f0b4d2cba13,07e27f3a-3512-57b3-b2c2-00b62c7b9fc0,Ders çalışma föyü,worksheet,,course-media/worksheets/deep-learning-pytorch-m2-l2.md,2
41006ae7-013f-5766-9be0-b33fc18b87e9,8bc5b1c5-6252-5802-a2e5-3609cd0e0d17,PyTorch tutorial koleksiyonu,link,https://docs.pytorch.org/tutorials/,,1
dab6ac76-a9be-56c0-97de-f0200a56c7e3,8bc5b1c5-6252-5802-a2e5-3609cd0e0d17,Ders çalışma föyü,worksheet,,course-media/worksheets/deep-learning-pytorch-m2-l3.md,2
70ac56c1-ee2a-5c20-a99d-76f110036a3b,fda07d3f-3fd8-580c-be03-2d63c53fa249,PyTorch tutorial koleksiyonu,link,https://docs.pytorch.org/tutorials/,,1
040a66f4-52d0-576c-938d-12c5d9f2a5b8,fda07d3f-3fd8-580c-be03-2d63c53fa249,Ders çalışma föyü,worksheet,,course-media/worksheets/deep-learning-pytorch-m3-l1.md,2
b43f9847-b666-55ce-b2e6-d1cb57af2bb0,42801935-8fb1-58c8-9716-510f52727565,PyTorch tutorial koleksiyonu,link,https://docs.pytorch.org/tutorials/,,1
2ef575ea-170a-5dd3-b970-d212b4995498,42801935-8fb1-58c8-9716-510f52727565,Ders çalışma föyü,worksheet,,course-media/worksheets/deep-learning-pytorch-m3-l2.md,2
efd46f10-461f-5d0f-9345-89aa1ea4a228,5702830a-3997-5c69-bd40-3ee37b2966a1,PyTorch tutorial koleksiyonu,link,https://docs.pytorch.org/tutorials/,,1
9ddd0388-5010-58a4-8d1b-4a2d73057a95,5702830a-3997-5c69-bd40-3ee37b2966a1,Ders çalışma föyü,worksheet,,course-media/worksheets/deep-learning-pytorch-m3-l3.md,2
fc7c1405-9aea-51fa-988e-ca16a60b22b3,5ccfeb80-51ee-567b-a90c-4460ac943497,PyTorch computer vision tutorialları,link,https://docs.pytorch.org/tutorials/,,1
4ac83f97-0f97-5b36-ba5f-884cdbab78c4,5ccfeb80-51ee-567b-a90c-4460ac943497,Ders çalışma föyü,worksheet,,course-media/worksheets/bilgisayarli-goru-temelleri-m1-l1.md,2
e8b2c25d-6c8a-55a9-846b-a743062129bb,8178004d-c703-5f33-8207-2f9bd0a9ca32,PyTorch computer vision tutorialları,link,https://docs.pytorch.org/tutorials/,,1
1653f743-0887-5d08-af83-14f70c1097f5,8178004d-c703-5f33-8207-2f9bd0a9ca32,Ders çalışma föyü,worksheet,,course-media/worksheets/bilgisayarli-goru-temelleri-m1-l2.md,2
129f4d75-b17d-565f-a889-0fbed41f6a20,2d508b98-5cbc-5013-92ef-8d9dd81f4219,PyTorch computer vision tutorialları,link,https://docs.pytorch.org/tutorials/,,1
7ab146f6-80b5-555d-a0d6-bc7702c7d65f,2d508b98-5cbc-5013-92ef-8d9dd81f4219,Ders çalışma föyü,worksheet,,course-media/worksheets/bilgisayarli-goru-temelleri-m1-l3.md,2
c321bcb1-2072-556e-84ac-57a0bdd80967,89f367cc-5946-56eb-9ce0-d91880b33fef,PyTorch computer vision tutorialları,link,https://docs.pytorch.org/tutorials/,,1
8692e5ba-4a05-569a-9fa0-e42caf1e10cd,89f367cc-5946-56eb-9ce0-d91880b33fef,Ders çalışma föyü,worksheet,,course-media/worksheets/bilgisayarli-goru-temelleri-m2-l1.md,2
9e1bccfd-c6a9-5df3-9d23-a2232b07b76e,f52beba4-581d-5673-b45f-e6c68d39aafe,PyTorch computer vision tutorialları,link,https://docs.pytorch.org/tutorials/,,1
99b21f9b-b77e-5d22-a018-4730706997de,f52beba4-581d-5673-b45f-e6c68d39aafe,Ders çalışma föyü,worksheet,,course-media/worksheets/bilgisayarli-goru-temelleri-m2-l2.md,2
5a30484f-2e7f-5746-8e18-9616bc6a6479,6f9809f9-ffca-50ce-83f6-1e754d691599,PyTorch computer vision tutorialları,link,https://docs.pytorch.org/tutorials/,,1
0f6768dd-a4bf-5fe7-8fe9-8cc44f0d0e78,6f9809f9-ffca-50ce-83f6-1e754d691599,Ders çalışma föyü,worksheet,,course-media/worksheets/bilgisayarli-goru-temelleri-m2-l3.md,2
d2956033-5170-54f3-8a21-ce617b167fde,e6d70ae9-c0f4-59ee-8824-cc0d282df259,PyTorch computer vision tutorialları,link,https://docs.pytorch.org/tutorials/,,1
