id,lesson_id,slug,title,language,difficulty,xp_reward,status
ce47d5a6-87b3-5bca-957b-41cd1bbf827c,5702830a-3997-5c69-bd40-3ee37b2966a1,deep-learning-pytorch-m3-lab,Mini Lab: Regularization ve transfer,python,advanced,30,published
6fc461de-44bc-5172-aa97-f56b9ec0be37,2d508b98-5cbc-5013-92ef-8d9dd81f4219,bilgisayarli-goru-temelleri-m1-lab,Mini Lab: Görüntü ön işleme,python,advanced,30,published
458f7432-964b-5c10-a051-5ae9f33ed6aa,6f9809f9-ffca-50ce-83f6-1e754d691599,bilgisayarli-goru-temelleri-m2-lab,Mini Lab: CNN mimarileri,python,advanced,30,published
7d147074-6deb-5b62-b586-adc343222f0a,3e2dff34-7fed-5697-8ecd-3b9bca2af769,bilgisayarli-goru-temelleri-m3-lab,Mini Lab: Görsel model üretimi,python,advanced,30,published
9d33d9d3-e468-508c-8dda-f23383d132d0,b14e2e26-b516-5d7f-81f4-12d60a777c38,nlp-llm-temelleri-m1-lab,Mini Lab: Tokenization ve embedding,python,intermediate,30,published
25bfafd7-3a84-5e0e-a94f-8711449616d5,0ef12391-3a10-5d84-ae87-bd7310b7a904,nlp-llm-temelleri-m2-lab,Mini Lab: Transformer sezgisi,python,intermediate,30,published
4408e1a7-7107-505f-9866-2fd835463f2a,6b362fcc-2b79-5dde-b06f-51d249767c0a,nlp-llm-temelleri-m3-lab,Mini Lab: LLM uygulama temelleri,python,intermediate,30,published
5a8e4be1-055f-5ced-a55b-bd5cec3594b1,ebf83e29-fa8c-5ae5-96b4-341443b23208,prompt-engineering-pratikleri-m1-lab,Mini Lab: Prompt anatomisi,python,intermediate,30,published
b4940bf5-508e-56d0-95f4-9a2bc7ae53c7,f8189461-ac6a-5bee-a877-1433206c13e6,prompt-engineering-pratikleri-m2-lab,Mini Lab: Yapılandırılmış çıktı,python,intermediate,30,published
46d11cfc-2272-5145-9963-a0f3c862bc1c,0e4dbc17-f633-5ca4-a710-b691f76b4e11,prompt-engineering-pratikleri-m3-lab,Mini Lab: Prompt eval ve güvenlik,python,intermediate,30,published
5ab1748e-2013-5cc3-b02e-d9efbd887403,dafa552a-6038-578a-b9bd-1af47fb0fd7d,rag-ai-uygulamalari-m1-lab,Mini Lab: Retrieval temelleri,python,intermediate,30,published
a08ea3a3-3ac5-5924-844c-551b69088f87,e2df0514-3357-5502-a166-c1a8734b6a75,rag-ai-uygulamalari-m2-lab,Mini Lab: RAG pipeline,python,intermediate,30,published
8d582f6a-211f-52b9-bbd3-f53330de4da1,7bcc921c-bd92-5094-b982-bb45eb81a001,rag-ai-uygulamalari-m3-lab,Mini Lab: AI uygulama mimarisi,python,intermediate,30,published
e5182cdc-40e3-51e9-a2d3-b63b4f999adf,41102c57-6bc3-5be9-acd9-946dd832fc04,mlops-uretim-m1-lab,Mini Lab: Deployment seçenekleri,python,advanced,30,published
71322b4f-0848-5519-be5f-9086a8d5d25a,5a33623d-9541-5c81-88a0-e1ec6a523d52,mlops-uretim-m2-lab,Mini Lab: Model registry ve CI/CD,python,advanced,30,published
1cf7c3f2-c8b5-53b0-a911-d75b75622d03,c3923407-d95a-5fff-9370-ca071d8d770f,mlops-uretim-m3-lab,Mini Lab: Monitoring ve drift,python,advanced,30,published
7de5ea80-303b-5b27-b95e-3c7783453a59,cff571f4-42cb-57f5-9f3c-4eaf4bd96003,ai-urun-guvenlik-etik-m1-lab,Mini Lab: AI ürün keşfi,python,advanced,30,published
39041c39-b2e6-5ede-97f7-0a33e0fc3734,43597261-4d69-5bbd-82c5-269514698491,ai-urun-guvenlik-etik-m2-lab,Mini Lab: Risk ve gizlilik,python,advanced,30,published
8dd38f37-d54e-5b56-81f5-dff367d074a8,5365959e-86a2-589b-8d28-d0b3542be275,ai-urun-guvenlik-etik-m3-lab,Mini Lab: Güvenlik tasarımı,python,advanced,30,published
779c43d6-69f4-5d70-8bd1-c42e66c29fae,837b7c2a-687e-53e3-ad5d-c782eeed0f15,capstone-ai-engineer-m1-lab,Mini Lab: Problem çerçeveleme,python,expert,30,published
46cbfe8b-5af5-5eff-8e9a-6bb2a321a715,015df0ee-8a2b-5e97-a41f-c92956a810ad,capstone-ai-engineer-m2-lab,Mini Lab: Ürünü geliştirme,python,expert,30,published
d0fe2de3-cd7a-5b58-9ca3-5eb6fdcdd51d,ab68ee2d-f46f-5d10-93b2-8f27e12c9f91,capstone-ai-engineer-m3-lab,Mini Lab: Sunum ve iterasyon,python,expert,30,published
